id,loan_amount,term,int_rate,grade,sub_grade,employment_length,home_ownership,annual_inc,verification_status,issue_date,loan_status,payment_plan,purpose,dti,delinq_2yrs,earliest_credit_line,inq_last_6mths,open_accounts,total_accounts,out_prncp,total_payment,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_payment_date,last_payment_amount,last_credit_pull_date,collections_12_mths_ex_med,policy_code,application_type
9814839,4000,36.0,19.97,D,D5,5 years,RENT,76500.0,Verified,Dec-19,Current,n,vacation,15.06,0,Oct-95,2,7,16,1604.43,3565.86,1170.29,0.0,0.0,0.0,Dec-21,148.6,Jan-22,0.0,1,INDIVIDUAL
9808478,8000,36.0,16.99,D,D1,7 years,MORTGAGE,52000.0,Verified,Dec-19,Fully Paid,n,debt_consolidation,8.95,0,Feb-01,1,7,15,0.0,9939.58,1939.58,0.0,0.0,0.0,Nov-21,3665.4,Nov-21,0.0,1,INDIVIDUAL
9808436,8875,36.0,18.25,D,D3,6 years,RENT,40000.0,Verified,Dec-19,Fully Paid,n,other,15.03,0,Oct-99,2,4,21,0.0,10942.4723774,2067.47,0.0,0.0,0.0,Jul-21,5147.39,Jan-22,0.0,1,INDIVIDUAL
9808427,10000,36.0,14.47,C,C2,10+ years,MORTGAGE,30000.0,Not Verified,Dec-19,Fully Paid,n,credit_card,16.08,0,Sep-92,0,16,21,0.0,11172.6751347,1172.69,0.0,0.0,0.0,Dec-20,7732.01,Dec-20,0.0,1,INDIVIDUAL
9808198,4400,36.0,10.99,B,B2,1 year,RENT,36400.0,Not Verified,Dec-19,Current,n,credit_card,6.89,0,Jun-05,0,5,6,1630.62,3455.46,686.08,0.0,0.0,0.0,Jan-22,144.03,Jan-22,0.0,1,INDIVIDUAL
9808110,6000,36.0,14.98,C,C3,8 years,RENT,36000.0,Not Verified,Dec-19,Current,n,other,20.67,0,Aug-95,1,7,11,2304.93,4988.82,1293.75,0.0,0.0,0.0,Dec-21,207.94,Jan-22,0.0,1,INDIVIDUAL
9808090,15000,36.0,16.99,D,D1,4 years,RENT,65000.0,Verified,Dec-19,Charged Off,n,credit_card,5.41,0,Dec-01,1,13,20,0.0,5881.77,2074.08,0.0,0.0,0.0,Dec-20,534.72,Jan-22,0.0,1,INDIVIDUAL
9807912,15000,36.0,12.85,B,B4,,MORTGAGE,86000.0,Source Verified,Dec-19,Fully Paid,n,other,7.92,0,Sep-74,1,8,20,0.0,17689.52,2689.52,0.0,0.0,0.0,Oct-21,7098.59,Jan-22,0.0,1,INDIVIDUAL
9807543,6400,36.0,7.9,A,A4,1 year,RENT,50000.0,Not Verified,Dec-19,Current,n,debt_consolidation,6.53,0,Apr-03,0,3,18,1261.98,5805.38,667.36,0.0,0.0,0.0,Dec-21,200.26,Jan-22,0.0,1,INDIVIDUAL
9807518,13000,36.0,13.507328482328484,B,B3,10+ years,MORTGAGE,63000.0,Source Verified,Dec-19,Fully Paid,n,credit_card,13.58,0,Apr-01,1,12,26,0.0,14898.23,1898.24,0.0,0.0,0.0,Jun-21,7558.84,Jul-21,0.0,1,INDIVIDUAL
9807384,7475,36.0,14.47,C,C2,< 1 year,MORTGAGE,30000.0,Verified,Dec-19,Charged Off,n,credit_card,24.0,0,Aug-01,1,19,27,0.0,2314.61,736.59,0.0,0.0,0.0,Sep-20,257.19,Jan-22,0.0,1,INDIVIDUAL
9807155,5000,36.0,11.99,B,B3,6 years,RENT,62100.0,Verified,Dec-19,Current,n,debt_consolidation,7.07,0,Feb-01,0,4,10,1868.94,3985.16,854.1,0.0,0.0,0.0,Dec-21,166.05,Jan-22,0.0,1,INDIVIDUAL
9806736,11500,36.0,14.98,C,C3,7 years,RENT,85000.0,Not Verified,Dec-19,Current,n,credit_card,10.68,0,Mar-02,0,13,24,4416.23,9570.89,2487.12,0.0,0.0,0.0,Dec-21,398.54,Jan-22,0.0,1,INDIVIDUAL
9806641,8000,36.0,12.85,B,B4,10+ years,RENT,70000.0,Not Verified,Dec-19,Fully Paid,n,debt_consolidation,16.68,0,Jan-81,2,11,27,0.0,9200.81,1200.81,0.0,0.0,0.0,May-21,4897.13,Jun-21,0.0,1,INDIVIDUAL
9806446,1000,36.0,13.98,C,C1,6 years,OWN,42000.0,Not Verified,Dec-19,Fully Paid,n,other,26.6,0,Apr-91,0,15,34,0.0,1193.79,193.79,0.0,0.0,0.0,Oct-21,476.22,Jan-22,0.0,1,INDIVIDUAL
9805760,7000,36.0,6.62,A,A2,2 years,RENT,52000.0,Not Verified,Dec-19,Current,n,debt_consolidation,22.92,0,Nov-05,0,22,30,2287.64,5373.25,660.89,0.0,0.0,0.0,Jan-22,214.93,Jan-22,0.0,1,INDIVIDUAL
9805690,12000,36.0,8.9,A,A5,10+ years,MORTGAGE,90000.0,Verified,Dec-19,Fully Paid,n,debt_consolidation,15.91,0,Aug-02,0,6,14,0.0,13340.57,1340.57,0.0,0.0,0.0,Jul-21,6481.85,Jan-22,0.0,1,INDIVIDUAL
9805575,12000,36.0,7.9,A,A4,9 years,RENT,55000.0,Not Verified,Dec-19,Fully Paid,n,debt_consolidation,18.81,0,Feb-96,0,9,17,0.0,12943.81,943.81,0.0,0.0,0.0,Mar-21,8062.44,Jan-22,0.0,1,INDIVIDUAL
9805400,6000,36.0,9.67,B,B1,1 year,RENT,80000.0,Not Verified,Dec-19,Current,n,debt_consolidation,8.57,0,May-07,0,7,9,2020.81,4816.3,837.11,0.0,0.0,0.0,Jan-22,192.68,Jan-22,0.0,1,INDIVIDUAL
9805398,5975,36.0,13.507328482328484,C,C2,9 years,RENT,30000.0,Not Verified,Dec-19,Current,n,debt_consolidation,14.37,0,Dec-99,0,7,12,2105.93,5139.44,1270.37,0.0,0.0,0.0,Jan-22,205.58,Jan-22,0.0,1,INDIVIDUAL
9805367,13000,36.0,8.9,A,A5,3 years,MORTGAGE,106890.0,Not Verified,Dec-19,Current,n,debt_consolidation,3.46,0,Dec-95,0,5,15,4345.81,10318.62,1664.43,0.0,0.0,0.0,Jan-22,412.8,Jan-22,0.0,1,INDIVIDUAL
9805295,2800,36.0,6.62,A,A2,3 years,RENT,33000.0,Not Verified,Dec-19,Current,n,major_purchase,19.56,0,Mar-01,0,7,17,915.37,2148.86,264.23,0.0,0.0,0.0,Jan-22,85.98,Jan-22,0.0,1,INDIVIDUAL
9805225,9300,36.0,13.507328482328484,B,B2,2 years,RENT,35000.0,Not Verified,Dec-19,Fully Paid,n,credit_card,21.5,0,Sep-05,0,4,19,0.0,9923.43320045,623.43,0.0,0.0,0.0,Aug-20,7794.88,Aug-20,0.0,1,INDIVIDUAL
9805191,10000,36.0,10.99,B,B2,6 years,RENT,30000.0,Not Verified,Dec-19,Current,n,credit_card,21.28,0,Sep-03,0,12,18,3411.45,8182.16,1593.61,0.0,0.0,0.0,Jan-22,327.34,Jan-22,0.0,1,INDIVIDUAL
9805165,8300,36.0,7.9,A,A4,10+ years,RENT,60561.0,Not Verified,Dec-19,Current,n,credit_card,8.09,0,May-00,0,6,12,2747.89,6491.73,939.62,0.0,0.0,0.0,Jan-22,259.71,Jan-22,0.0,1,INDIVIDUAL
9805154,5825,36.0,13.98,C,C1,,MORTGAGE,30000.0,Source Verified,Dec-19,Current,n,credit_card,19.64,0,Sep-03,2,8,24,2043.92,4975.33,1194.25,0.0,0.0,0.0,Jan-22,199.03,Jan-22,0.0,1,INDIVIDUAL
9805119,23000,36.0,14.98,C,C3,10+ years,RENT,80000.0,Verified,Dec-19,Charged Off,n,debt_consolidation,16.67,0,Sep-98,1,7,21,0.0,2391.24,842.17,0.0,0.0,0.0,Mar-20,797.08,Jan-22,0.0,1,INDIVIDUAL
9805027,2600,36.0,13.507328482328484,D,D2,2 years,RENT,16000.0,Verified,Dec-19,Current,n,debt_consolidation,33.46,0,Feb-04,1,10,14,943.3,2335.24,678.54,0.0,0.0,0.0,Jan-22,93.44,Jan-22,0.0,1,INDIVIDUAL
9804995,11500,36.0,8.9,A,A5,1 year,MORTGAGE,33000.0,Not Verified,Dec-19,Current,n,home_improvement,3.73,0,Aug-07,0,10,21,3844.95,9128.43,1473.38,0.0,0.0,0.0,Jan-22,365.17,Jan-22,0.0,1,INDIVIDUAL
9804902,9500,36.0,14.98,C,C3,8 years,OWN,48000.0,Verified,Dec-19,Current,n,debt_consolidation,4.53,0,Dec-97,2,5,16,3282.58,8229.43,2012.01,0.0,0.0,0.0,Jan-22,329.23,Jan-22,0.0,1,INDIVIDUAL
9804809,1500,36.0,16.99,D,D1,,MORTGAGE,23232.0,Verified,Dec-19,Current,n,major_purchase,7.39,0,May-83,0,4,19,586.1,1283.48,369.58,0.0,0.0,0.0,Dec-21,53.48,Jan-22,0.0,1,INDIVIDUAL
9804791,5600,36.0,13.507328482328484,A,A5,6 years,RENT,33000.0,Not Verified,Dec-19,Current,n,debt_consolidation,18.84,0,Aug-92,1,9,10,1872.44,4444.44,716.88,0.0,0.0,0.0,Jan-22,177.82,Jan-22,0.0,1,INDIVIDUAL
9804765,11000,36.0,12.85,B,B4,9 years,OWN,67000.0,Not Verified,Dec-19,Fully Paid,n,debt_consolidation,21.8,0,Feb-03,1,13,21,0.0,12972.3200024,1972.32,0.0,0.0,0.0,Nov-21,4835.84,Nov-21,0.0,1,INDIVIDUAL
9804679,11750,36.0,16.99,D,D1,7 years,MORTGAGE,60000.0,Verified,Dec-19,Current,n,home_improvement,17.66,0,Jul-99,1,11,29,4592.58,10052.78,2895.36,0.0,0.0,0.0,Dec-21,418.87,Jan-22,0.0,1,INDIVIDUAL
9804671,6000,36.0,13.98,C,C1,10+ years,RENT,58000.0,Not Verified,Dec-19,Current,n,credit_card,9.85,0,Aug-00,0,5,16,2283.43,4920.24,1203.67,0.0,0.0,0.0,Dec-21,205.01,Jan-22,0.0,1,INDIVIDUAL
9798014,5450,36.0,13.507328482328484,B,B4,10+ years,RENT,39000.0,Verified,Dec-19,Current,n,credit_card,25.04,0,Feb-01,0,20,35,2053.22,4397.62,1000.84,0.0,0.0,0.0,Dec-21,183.24,Jan-22,0.0,1,INDIVIDUAL
9797827,12000,36.0,6.62,A,A2,< 1 year,RENT,83200.0,Not Verified,Dec-19,Current,n,credit_card,12.66,0,Nov-00,0,14,23,4269.49,8839.32,1108.81,0.0,0.0,0.0,Dec-21,368.45,Jan-22,0.0,1,INDIVIDUAL
9797625,10000,36.0,13.98,C,C1,10+ years,RENT,40000.0,Not Verified,Dec-19,Fully Paid,n,vacation,11.55,0,Jun-04,0,8,25,0.0,11447.0021944,1447.0,0.0,0.0,0.0,Feb-21,7006.34,May-21,0.0,1,INDIVIDUAL
9797430,12000,36.0,12.85,B,B4,8 years,RENT,44000.0,Not Verified,Dec-19,Fully Paid,n,debt_consolidation,27.35,0,Oct-97,0,19,38,0.0,14106.89,2106.89,0.0,0.0,0.0,Nov-21,5634.02,Nov-21,0.0,1,INDIVIDUAL
9797372,4000,36.0,17.57,D,D2,10+ years,MORTGAGE,85000.0,Source Verified,Dec-19,Fully Paid,n,vacation,30.42,0,Jul-99,2,9,23,0.0,4850.60753431,850.61,0.0,0.0,0.0,Jun-21,2407.66,Jun-21,0.0,1,INDIVIDUAL
9797303,5800,36.0,12.85,B,B4,10+ years,RENT,44500.0,Verified,Dec-19,Current,n,debt_consolidation,21.6,0,Sep-81,0,5,11,689.12,6000.0,889.12,0.0,0.0,0.0,Dec-21,250.0,Jan-22,0.0,1,INDIVIDUAL
9797291,11500,36.0,7.9,A,A4,2 years,OWN,43000.0,Source Verified,Dec-19,Fully Paid,n,credit_card,15.55,0,May-97,1,13,19,0.0,12223.11,723.12,0.0,0.0,0.0,Jan-22,191.95,Jan-22,0.0,1,INDIVIDUAL
9797133,15000,36.0,8.9,A,A5,10+ years,OWN,55000.0,Verified,Dec-19,Current,n,small_business,28.2,0,Sep-75,0,12,29,5451.55,11428.24,1879.79,0.0,0.0,0.0,Dec-21,476.3,Jan-22,0.0,1,INDIVIDUAL
9797079,8000,36.0,13.98,C,C1,7 years,RENT,75000.0,Not Verified,Dec-19,Fully Paid,n,debt_consolidation,11.44,0,Sep-95,1,5,25,0.0,9314.67,1314.7,0.0,0.0,0.0,May-21,4941.11,Jun-21,0.0,1,INDIVIDUAL
9796988,3000,36.0,15.61,C,C4,6 years,MORTGAGE,82860.0,Not Verified,Dec-19,Current,n,debt_consolidation,13.32,0,Apr-06,2,11,16,1158.5,2517.28,675.78,0.0,0.0,0.0,Dec-21,104.9,Jan-22,0.0,1,INDIVIDUAL
9796970,9125,36.0,14.47,C,C2,8 years,OWN,23000.0,Source Verified,Dec-19,Charged Off,n,debt_consolidation,31.78,0,Nov-90,2,11,21,0.0,2511.68,809.72,0.0,0.0,0.0,Aug-20,313.96,Jan-22,0.0,1,INDIVIDUAL
9796959,7500,36.0,13.507328482328484,A,A3,< 1 year,MORTGAGE,70000.0,Verified,Dec-19,Current,n,debt_consolidation,31.6,0,Nov-06,1,19,30,2693.97,5606.64,800.61,0.0,0.0,0.0,Dec-21,233.72,Jan-22,0.0,1,INDIVIDUAL
9796949,8000,36.0,12.85,B,B4,5 years,MORTGAGE,72000.0,Source Verified,Dec-19,Fully Paid,n,other,24.89,0,Feb-83,1,11,23,0.0,8761.2018453,761.2,0.0,0.0,0.0,Sep-20,6609.64,Jul-21,0.0,1,INDIVIDUAL
9796908,16100,36.0,12.85,B,B4,< 1 year,RENT,85000.0,Not Verified,Dec-19,Current,n,debt_consolidation,11.73,0,Jan-00,0,21,36,4139.63,14815.28,2854.91,0.0,0.0,0.0,Jan-22,541.32,Jan-22,0.0,1,INDIVIDUAL
9796881,10500,36.0,6.62,A,A2,5 years,MORTGAGE,68000.0,Not Verified,Dec-19,Current,n,credit_card,21.78,0,Oct-96,0,10,40,3431.6,8059.75,991.35,0.0,0.0,0.0,Jan-22,322.39,Jan-22,0.0,1,INDIVIDUAL
9796837,4000,36.0,13.53,B,B5,3 years,RENT,28080.0,Not Verified,Dec-19,Fully Paid,n,credit_card,6.5,0,Sep-96,0,16,19,0.0,4715.86,715.86,0.0,0.0,0.0,Sep-21,1907.26,Sep-21,0.0,1,INDIVIDUAL
9796807,10200,36.0,9.67,B,B1,10+ years,RENT,110000.0,Not Verified,Dec-19,Fully Paid,n,credit_card,28.5,0,Aug-98,0,13,44,0.0,11415.98,1216.01,0.0,0.0,0.0,Jul-21,5520.12,Jan-22,0.0,1,INDIVIDUAL
9796606,6100,36.0,6.03,A,A1,10+ years,OWN,83000.0,Not Verified,Dec-19,Current,n,debt_consolidation,19.99,0,Dec-97,0,19,38,1981.89,4636.56,518.45,0.0,0.0,0.0,Jan-22,185.66,Jan-22,0.0,1,INDIVIDUAL
9796429,8000,36.0,12.85,B,B4,10+ years,MORTGAGE,44000.0,Not Verified,Dec-19,Fully Paid,n,credit_card,8.07,0,Apr-08,0,11,16,0.0,9455.23,1455.26,0.0,0.0,0.0,Nov-21,3537.71,Dec-21,0.0,1,INDIVIDUAL
9796424,2500,36.0,19.97,D,D5,9 years,MORTGAGE,60000.0,Verified,Dec-19,Current,n,car,4.34,0,Feb-98,2,5,15,926.53,2321.48,748.01,0.0,0.0,0.0,Jan-22,92.88,Jan-22,0.0,1,INDIVIDUAL
9796159,9250,36.0,15.61,C,C4,4 years,RENT,33000.0,Not Verified,Dec-19,Fully Paid,n,debt_consolidation,25.6,0,Mar-06,0,7,35,0.0,10568.7356963,1318.74,0.0,0.0,0.0,Jan-21,25.29,Nov-21,0.0,1,INDIVIDUAL
9795886,4750,36.0,14.47,C,C2,8 years,MORTGAGE,40000.0,Not Verified,Dec-19,Fully Paid,n,debt_consolidation,10.2,0,Dec-07,1,8,9,0.0,5171.4672075,421.47,0.0,0.0,0.0,Aug-20,4027.46,Jun-21,0.0,1,INDIVIDUAL
9795809,6000,36.0,9.67,B,B1,10+ years,MORTGAGE,21056.04,Not Verified,Dec-19,Fully Paid,n,debt_consolidation,9.86,0,Aug-99,0,6,18,0.0,6466.3101018,466.31,0.0,0.0,0.0,Nov-20,4539.51,Jan-22,0.0,1,INDIVIDUAL
9795763,10000,36.0,13.507328482328484,B,B4,< 1 year,RENT,55000.0,Verified,Dec-19,Current,n,debt_consolidation,15.99,0,Jan-94,0,9,23,3471.43,8405.34,1876.77,0.0,0.0,0.0,Jan-22,336.22,Jan-22,0.0,1,INDIVIDUAL
9795738,16000,36.0,13.53,B,B5,10+ years,RENT,36000.0,Not Verified,Dec-19,Current,n,credit_card,26.76,0,Sep-96,0,15,24,5591.11,13578.12,3169.23,0.0,0.0,0.0,Jan-22,543.2,Jan-22,0.0,1,INDIVIDUAL
9795399,10000,36.0,16.99,D,D1,7 years,MORTGAGE,42240.0,Verified,Dec-19,Current,n,debt_consolidation,32.33,0,May-99,1,11,31,3607.61,8911.88,2519.49,0.0,0.0,0.0,Jan-22,356.48,Jan-22,0.0,1,INDIVIDUAL
9795226,3000,36.0,13.53,B,B5,5 years,RENT,35000.0,Not Verified,Dec-19,Current,n,credit_card,17.59,0,Mar-03,0,8,26,1048.93,2545.01,593.94,0.0,0.0,0.0,Jan-22,101.85,Jan-22,0.0,1,INDIVIDUAL
9795192,13500,36.0,13.507328482328484,B,B5,10+ years,MORTGAGE,51197.0,Source Verified,Dec-19,Current,n,debt_consolidation,16.99,0,Oct-81,0,14,19,5116.93,10999.92,2616.85,0.0,0.0,0.0,Dec-21,458.33,Jan-22,0.0,1,INDIVIDUAL
9795127,4800,36.0,10.99,B,B2,5 years,RENT,55000.0,Not Verified,Dec-19,Current,n,debt_consolidation,17.28,0,Aug-08,0,10,13,1636.84,3928.25,765.09,0.0,0.0,0.0,Jan-22,157.13,Jan-22,0.0,1,INDIVIDUAL
9795044,10000,36.0,13.53,B,B5,8 years,RENT,72000.0,Source Verified,Dec-19,Fully Paid,n,debt_consolidation,18.17,0,Aug-03,0,8,11,0.0,8145.08,1937.46,0.0,0.0,0.0,Jan-22,3841.71,Jan-22,0.0,1,INDIVIDUAL
9795014,13000,36.0,8.9,A,A5,3 years,RENT,48000.0,Not Verified,Dec-19,Fully Paid,n,credit_card,28.58,0,Sep-03,0,10,24,0.0,14231.33,1231.33,0.0,0.0,0.0,Mar-21,8452.13,Aug-21,0.0,1,INDIVIDUAL
9794983,3500,36.0,15.61,C,C4,,RENT,27536.0,Verified,Dec-19,Current,n,other,6.76,0,Mar-65,0,6,24,1351.75,2936.64,788.39,0.0,0.0,0.0,Dec-21,122.38,Jan-22,0.0,1,INDIVIDUAL
9794970,8000,36.0,13.53,B,B5,7 years,OWN,31500.0,Not Verified,Dec-19,Fully Paid,n,credit_card,27.16,0,Oct-99,0,13,23,0.0,9393.11958569,1393.12,0.0,0.0,0.0,Aug-21,4234.64,Aug-21,0.0,1,INDIVIDUAL
9794965,7300,36.0,19.22,D,D4,4 years,RENT,48500.0,Source Verified,Dec-19,Current,n,debt_consolidation,4.11,0,Jun-07,0,3,5,2687.59,6709.35,2096.94,0.0,0.0,0.0,Jan-22,268.41,Jan-22,0.0,1,INDIVIDUAL
9794864,7000,36.0,14.98,C,C3,,MORTGAGE,35000.0,Verified,Dec-19,Current,n,medical,16.5,0,Nov-94,0,5,28,2687.96,5822.16,1510.12,0.0,0.0,0.0,Jan-22,242.59,Jan-22,0.0,1,INDIVIDUAL
9794861,22400,36.0,7.9,A,A4,6 years,MORTGAGE,55000.0,Verified,Dec-19,Current,n,debt_consolidation,17.78,0,Jan-02,0,12,31,5994.78,18821.84,2416.62,0.0,0.0,0.0,Jan-22,700.91,Jan-22,0.0,1,INDIVIDUAL
9794713,14400,36.0,15.61,C,C4,8 years,RENT,72000.0,Not Verified,Dec-19,Current,n,debt_consolidation,15.23,0,Mar-99,2,9,21,5129.83,12586.58,3316.41,0.0,0.0,0.0,Jan-22,503.5,Jan-22,0.0,1,INDIVIDUAL
9794678,7125,36.0,15.61,C,C4,3 years,RENT,32000.0,Verified,Dec-19,Current,n,debt_consolidation,32.26,0,Apr-89,1,13,26,2501.53,6228.56,1605.09,0.0,0.0,0.0,Dec-21,499.13,Jan-22,0.0,1,INDIVIDUAL
9794579,10075,36.0,14.98,C,C3,2 years,RENT,31000.0,Verified,Dec-19,Current,n,major_purchase,30.93,0,Aug-05,1,8,20,3568.54,8727.82,2221.36,0.0,0.0,0.0,Jan-22,349.16,Jan-22,0.0,1,INDIVIDUAL
9788411,1200,36.0,10.99,B,B2,8 years,MORTGAGE,110000.0,Verified,Dec-19,Current,n,home_improvement,21.64,0,Jun-99,1,15,20,444.56,942.78,187.34,0.0,0.0,0.0,Dec-21,39.29,Jan-22,0.0,1,INDIVIDUAL
9788340,12000,36.0,13.507328482328484,D,D2,7 years,RENT,84000.0,Not Verified,Dec-19,Fully Paid,n,other,9.26,0,Dec-99,0,6,26,0.0,15073.3699972,3073.37,0.0,0.0,0.0,Dec-21,5154.62,Dec-21,0.0,1,INDIVIDUAL
9788328,10000,36.0,11.99,B,B3,< 1 year,RENT,30000.0,Source Verified,Dec-19,Current,n,debt_consolidation,27.12,0,Jun-06,2,14,27,3737.94,7970.24,1708.18,0.0,0.0,0.0,Dec-21,332.1,Jan-22,0.0,1,INDIVIDUAL
9788323,8000,36.0,13.98,C,C1,2 years,RENT,56000.0,Not Verified,Dec-19,Current,n,debt_consolidation,25.8,0,Jan-08,1,22,31,1021.71,8559.46,1581.17,0.0,0.0,0.0,Dec-21,273.35,Jan-22,0.0,1,INDIVIDUAL
9788271,16575,36.0,13.507328482328484,A,A2,10+ years,MORTGAGE,72000.0,Verified,Dec-19,Fully Paid,n,debt_consolidation,12.67,0,Sep-90,0,9,16,0.0,18126.91,1551.91,0.0,0.0,0.0,Dec-21,6421.75,Jan-22,0.0,1,INDIVIDUAL
9788212,1400,36.0,15.61,C,C4,2 years,OWN,57036.0,Source Verified,Dec-19,Current,n,other,11.77,0,Jun-99,0,4,8,540.44,1174.9,315.34,0.0,0.0,0.0,Jan-22,48.96,Jan-22,0.0,1,INDIVIDUAL
9788064,6000,36.0,12.85,B,B4,10+ years,RENT,29000.0,Not Verified,Dec-19,Fully Paid,n,debt_consolidation,7.66,0,May-04,0,7,18,0.0,7036.85073734,1036.85,0.0,0.0,0.0,Sep-21,3002.27,Oct-21,0.0,1,INDIVIDUAL
9788018,2400,36.0,16.99,D,D1,10+ years,OWN,35000.0,Not Verified,Dec-19,Fully Paid,n,other,22.77,0,Nov-00,0,12,20,0.0,2890.72713912,490.73,0.0,0.0,0.0,Aug-21,260.06,Sep-21,0.0,1,INDIVIDUAL
9787854,16000,36.0,6.62,A,A2,10+ years,MORTGAGE,136000.0,Source Verified,Dec-19,Current,n,debt_consolidation,19.0,0,Apr-92,1,13,39,5690.67,11788.21,1478.88,0.0,0.0,0.0,Jan-22,491.26,Jan-22,0.0,1,INDIVIDUAL
9787782,12500,36.0,9.67,B,B1,10+ years,OWN,52000.0,Verified,Dec-19,Current,n,debt_consolidation,8.4,0,Jan-91,1,6,28,4573.7,9633.8,1707.5,0.0,0.0,0.0,Jan-22,401.41,Jan-22,0.0,1,INDIVIDUAL
9787657,11100,36.0,14.47,C,C2,< 1 year,RENT,32000.0,Not Verified,Dec-19,Current,n,debt_consolidation,12.11,0,Jan-02,0,8,11,4246.31,9166.06,2312.37,0.0,0.0,0.0,Dec-21,381.92,Jan-22,0.0,1,INDIVIDUAL
9787521,10000,36.0,14.47,C,C2,10+ years,MORTGAGE,70323.0,Not Verified,Dec-19,Current,n,debt_consolidation,7.1,0,Dec-01,1,9,41,3822.39,8257.68,2080.07,0.0,0.0,0.0,Jan-22,344.07,Jan-22,0.0,1,INDIVIDUAL
9787472,10400,36.0,15.61,C,C4,,MORTGAGE,48000.0,Verified,Dec-19,Fully Paid,n,credit_card,17.43,0,Oct-95,1,10,15,0.0,11728.6201946,1328.62,0.0,0.0,0.0,Jan-21,6624.62,Jan-22,0.0,1,INDIVIDUAL
9787403,7200,36.0,14.98,C,C3,2 years,OWN,40000.0,Not Verified,Dec-19,Current,n,debt_consolidation,20.37,0,Dec-03,0,8,24,2764.9,5988.32,1553.22,0.0,0.0,0.0,Dec-21,249.52,Jan-22,0.0,1,INDIVIDUAL
9787345,8875,36.0,16.99,D,D1,2 years,RENT,35000.0,Source Verified,Dec-19,Current,n,debt_consolidation,30.69,0,Aug-06,0,7,13,3468.87,7593.06,2186.93,0.0,0.0,0.0,Dec-21,316.38,Jan-22,0.0,1,INDIVIDUAL
9787319,8850,36.0,14.98,C,C3,2 years,MORTGAGE,54600.0,Verified,Dec-19,Fully Paid,n,debt_consolidation,19.19,0,Oct-00,0,5,16,0.0,9173.91765406,323.92,0.0,0.0,0.0,Mar-20,8560.88,Jan-22,0.0,1,INDIVIDUAL
9787243,24000,36.0,10.99,B,B2,7 years,MORTGAGE,55000.0,Verified,Dec-19,Charged Off,n,credit_card,23.63,0,Mar-07,1,9,20,0.0,3928.1,1046.7,0.0,0.0,0.0,Jun-20,785.62,Jan-22,0.0,1,INDIVIDUAL
9787143,10000,36.0,11.99,B,B3,3 years,RENT,35000.0,Not Verified,Dec-19,Current,n,debt_consolidation,19.38,0,May-97,2,8,21,3443.11,8302.46,1745.57,0.0,0.0,0.0,Jan-22,332.1,Jan-22,0.0,1,INDIVIDUAL
9787128,8875,36.0,17.57,D,D2,10+ years,MORTGAGE,61692.0,Verified,Dec-19,Current,n,home_improvement,29.17,0,Apr-02,0,10,17,3486.49,7691.33,2302.82,0.0,0.0,0.0,Jan-22,318.95,Jan-22,0.0,1,INDIVIDUAL
9787042,10000,36.0,12.85,B,B4,6 years,MORTGAGE,100000.0,Verified,Dec-19,Current,n,credit_card,15.84,0,Apr-04,2,5,15,3471.34,8405.48,1876.82,0.0,0.0,0.0,Jan-22,336.22,Jan-22,0.0,1,INDIVIDUAL
9787040,15000,36.0,13.507328482328484,A,A4,< 1 year,OWN,42000.0,Not Verified,Dec-19,Current,n,debt_consolidation,17.77,0,Aug-02,0,16,30,5399.63,11262.96,1662.59,0.0,0.0,0.0,Jan-22,469.36,Jan-22,0.0,1,INDIVIDUAL
9787022,5000,36.0,7.62,A,A3,10+ years,MORTGAGE,110000.0,Verified,Dec-19,Fully Paid,n,debt_consolidation,7.07,0,Oct-00,0,13,25,0.0,5063.41,63.41,0.0,0.0,0.0,Feb-20,4909.18,Jan-22,0.0,1,INDIVIDUAL
9786925,5000,36.0,13.507328482328484,A,A5,2 years,RENT,42000.0,Source Verified,Dec-19,Fully Paid,n,debt_consolidation,30.2,0,Feb-96,0,15,40,0.0,5329.40665627,329.41,0.0,0.0,0.0,Oct-20,3900.48,Nov-20,0.0,1,INDIVIDUAL
9786893,12000,36.0,13.53,B,B5,10+ years,RENT,65000.0,Not Verified,Dec-19,Fully Paid,n,debt_consolidation,8.33,0,Jan-89,0,7,17,0.0,14362.0099998,2362.01,0.0,0.0,0.0,Dec-21,4991.81,Jan-22,0.0,1,INDIVIDUAL
9786873,7125,36.0,16.24,C,C5,6 years,OWN,26860.0,Source Verified,Dec-19,Current,n,debt_consolidation,16.31,0,Nov-91,0,7,23,2552.77,6283.5,1711.27,0.0,0.0,0.0,Jan-22,251.34,Jan-22,0.0,1,INDIVIDUAL
9786636,10000,36.0,9.67,B,B1,1 year,RENT,45000.0,Not Verified,Dec-19,Fully Paid,n,debt_consolidation,6.61,0,Aug-10,0,7,8,0.0,10716.4064672,716.41,0.0,0.0,0.0,Oct-20,7827.44,Jan-22,0.0,1,INDIVIDUAL
9786564,6000,36.0,7.9,A,A4,2 years,RENT,85000.0,Source Verified,Dec-19,Current,n,debt_consolidation,29.08,0,Oct-86,2,16,37,2159.65,4505.38,665.03,0.0,0.0,0.0,Dec-21,187.75,Jan-22,0.0,1,INDIVIDUAL
